V9001,descricao.produto,tru.cod,tru.desc,produto.intermediacao,produto.intermediacao.internacional,produto.intermediacao.49002,produto.intermediacao.50001,produto.intermediacao.51001,produto.intermediacao.55001,produto.intermediacao.56001,produto.intermediacao.90801
2401620,MUNGUNZA,56001,Serviços  de alimentação,,,,,,,,
2401621,CUZCUZ DOCE,56001,Serviços  de alimentação,,,,,,,,
2401622,AMENDOIM DOCE,56001,Serviços  de alimentação,,,,,,,,
2401623,BARRA DE CEREAL DOCE,56001,Serviços  de alimentação,,,,,,,,
2401624,BANANA FRITA COM MEL,56001,Serviços  de alimentação,,,,,,,,
2401625,CACAROLA,56001,Serviços  de alimentação,,,,,,,,
2401626,MINGAU,56001,Serviços  de alimentação,,,,,,,,
2401627,GELATINA,56001,Serviços  de alimentação,,,,,,,,
2401628,DOCE DE FRUTA EM CALDA,56001,Serviços  de alimentação,,,,,,,,
2401629,DOCE DE FRUTA EM PASTA,56001,Serviços  de alimentação,,,,,,,,
2401630,DOCE DE FRUTA CRISTALIZADO,56001,Serviços  de alimentação,,,,,,,,
2401631,BRIGADEIRO,56001,Serviços  de alimentação,,,,,,,,
2401632,MARIA MOLE,56001,Serviços  de alimentação,,,,,,,,
2401633,MANJAR,56001,Serviços  de alimentação,,,,,,,,
2401634,PAO DOCE,56001,Serviços  de alimentação,,,,,,,,
2401635,ROSCA DOCE,56001,Serviços  de alimentação,,,,,,,,
2401636,LEITE CONDENSADO,56001,Serviços  de alimentação,,,,,,,,
2401701,CAFEZINHO,56001,Serviços  de alimentação,,,,,,,,
2401702,CAFE EXPRESSO,56001,Serviços  de alimentação,,,,,,,,
2401703,CAPUCCINO,56001,Serviços  de alimentação,,,,,,,,
2401801,CAFE COM LEITE,56001,Serviços  de alimentação,,,,,,,,
2401901,SUCO DE FRUTA OU VEGETAL,56001,Serviços  de alimentação,,,,,,,,
2401902,SUCO DE FRUTA,56001,Serviços  de alimentação,,,,,,,,
2401903,SUCO DE VEGETAL,56001,Serviços  de alimentação,,,,,,,,
2401904,SUCO DE LARANJA,56001,Serviços  de alimentação,,,,,,,,
2401905,SUCO DE ABACAXI,56001,Serviços  de alimentação,,,,,,,,
2401906,SUCO DE MARACUJA,56001,Serviços  de alimentação,,,,,,,,
2401907,SUCO DE MANGA,56001,Serviços  de alimentação,,,,,,,,
2401908,SUCO DE MORANGO,56001,Serviços  de alimentação,,,,,,,,
2401909,SUCO DE ACEROLA,56001,Serviços  de alimentação,,,,,,,,
2401910,SUCO DE CUPUACU,56001,Serviços  de alimentação,,,,,,,,
2401911,SUCO DE GOIABA,56001,Serviços  de alimentação,,,,,,,,
2401912,SUCO DE MAMAO,56001,Serviços  de alimentação,,,,,,,,
2401913,SUCO DE MELAO,56001,Serviços  de alimentação,,,,,,,,
2401914,SUCO DE PESSEGO,56001,Serviços  de alimentação,,,,,,,,
2401915,SUCO DE BETERRABA,56001,Serviços  de alimentação,,,,,,,,
2401916,SUCO DE LARANJA E CENOURA,56001,Serviços  de alimentação,,,,,,,,
2401917,"SUCO DE LARANJA, CENOURA E BETERRABA",56001,Serviços  de alimentação,,,,,,,,
2401918,CAJUINA (SUCO),56001,Serviços  de alimentação,,,,,,,,
2401919,CALDO DE CANA,56001,Serviços  de alimentação,,,,,,,,
2402001,VITAMINA DE FRUTA OU VEGETAL,56001,Serviços  de alimentação,,,,,,,,
2402002,VITAMINA DE BANANA,56001,Serviços  de alimentação,,,,,,,,
2402003,VITAMINA DE BANANA COM AVEIA,56001,Serviços  de alimentação,,,,,,,,
2402004,VITAMINA DE MAMAO,56001,Serviços  de alimentação,,,,,,,,
2402005,VITAMINA DE ABACATE,56001,Serviços  de alimentação,,,,,,,,
2402006,VITAMINA DE MORANGO,56001,Serviços  de alimentação,,,,,,,,
2402007,VITAMINA MISTA,56001,Serviços  de alimentação,,,,,,,,
2402101,REFRIGERANTE DE COLA,56001,Serviços  de alimentação,,,,,,,,
2402102,COCA-COLA,56001,Serviços  de alimentação,,,,,,,,
2402103,PEPSI-COLA,56001,Serviços  de alimentação,,,,,,,,
2402201,REFRIGERANTE DE COLA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402202,COCA COLA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402203,PEPSI-COLA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402301,REFRIGERANTE DE GUARANA,56001,Serviços  de alimentação,,,,,,,,
2402302,GUARANA,56001,Serviços  de alimentação,,,,,,,,
2402303,TUBAINA,56001,Serviços  de alimentação,,,,,,,,
2402401,REFRIGERANTE DE GUARANA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402402,GUARANA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402403,TUBAINA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2402501,REFRIGERANTE DE LARANJA,56001,Serviços  de alimentação,,,,,,,,
2402502,FANTA LARANJA,56001,Serviços  de alimentação,,,,,,,,
2402601,VINHO,56001,Serviços  de alimentação,,,,,,,,
2402701,CHOPP,56001,Serviços  de alimentação,,,,,,,,
2402702,CHOPE,56001,Serviços  de alimentação,,,,,,,,
2402703,CHOPP CLARO,56001,Serviços  de alimentação,,,,,,,,
2402704,CHOPP ESCURO,56001,Serviços  de alimentação,,,,,,,,
2402801,CERVEJA,56001,Serviços  de alimentação,,,,,,,,
2402802,CERVEJA CLARA,56001,Serviços  de alimentação,,,,,,,,
2402803,CERVEJA PRETA,56001,Serviços  de alimentação,,,,,,,,
2402804,CERVEJA SEM ALCOOL,56001,Serviços  de alimentação,,,,,,,,
2402901,CACHACA,56001,Serviços  de alimentação,,,,,,,,
2402902,PINGA,56001,Serviços  de alimentação,,,,,,,,
2403001,AGUA MINERAL,56001,Serviços  de alimentação,,,,,,,,
2403002,AGUA MINERAL COM GAS,56001,Serviços  de alimentação,,,,,,,,
2403003,AGUA MINERAL SEM GAS,56001,Serviços  de alimentação,,,,,,,,
2403004,AGUA GASEIFICADA COM SABOR,56001,Serviços  de alimentação,,,,,,,,
2403005,H2O LIMAO,56001,Serviços  de alimentação,,,,,,,,
2403101,AGUA DE COCO,56001,Serviços  de alimentação,,,,,,,,
2403102,COCO VERDE (AGUA DE COCO),56001,Serviços  de alimentação,,,,,,,,
2403201,BEBIDA ENERGETICA,56001,Serviços  de alimentação,,,,,,,,
2403202,RED BULL,56001,Serviços  de alimentação,,,,,,,,
2403301,BEBIDA ISOTONICA,56001,Serviços  de alimentação,,,,,,,,
2403302,GATORADE,56001,Serviços  de alimentação,,,,,,,,
2403401,LEITE,56001,Serviços  de alimentação,,,,,,,,
2403501,CAIPIRINHA,56001,Serviços  de alimentação,,,,,,,,
2403601,WHISKY,56001,Serviços  de alimentação,,,,,,,,
2403701,VODKA,56001,Serviços  de alimentação,,,,,,,,
2403801,CONHAQUE,56001,Serviços  de alimentação,,,,,,,,
2403901,SALADA DE FRUTAS,56001,Serviços  de alimentação,,,,,,,,
2404001,AGUA TONICA,56001,Serviços  de alimentação,,,,,,,,
2404101,ACAI (EMULSAO),56001,Serviços  de alimentação,,,,,,,,
2404102,ACAI COM GRANOLA,56001,Serviços  de alimentação,,,,,,,,
2404103,ACAI,56001,Serviços  de alimentação,,,,,,,,
2404201,CHA PREPARADO,56001,Serviços  de alimentação,,,,,,,,
2404202,CHA MATE PREPARADO,56001,Serviços  de alimentação,,,,,,,,
2404203,CHA PRETO PREPARADO,56001,Serviços  de alimentação,,,,,,,,
2404301,REFRESCO DE FRUTA,56001,Serviços  de alimentação,,,,,,,,
2404302,REFRESCO DE MARACUJA,56001,Serviços  de alimentação,,,,,,,,
2404303,REFRESCO DE CAJU,56001,Serviços  de alimentação,,,,,,,,
2404304,REFRESCO DE GROSELHA,56001,Serviços  de alimentação,,,,,,,,
2404305,REFRESCO DE LARANJA,56001,Serviços  de alimentação,,,,,,,,
2404401,LEITE ACHOCOLATADO INDUSTRIALIZADO,56001,Serviços  de alimentação,,,,,,,,
2404402,TODDYNHO,56001,Serviços  de alimentação,,,,,,,,
2404403,LEITE ACHOCOLATADO TODDYNHO,56001,Serviços  de alimentação,,,,,,,,
2404404,ACHOCOLATADO INDUSTRIALIZADO,56001,Serviços  de alimentação,,,,,,,,
2404501,CHOCOLATE PREPARADO,56001,Serviços  de alimentação,,,,,,,,
2404601,REFRIGERANTE DE UVA,56001,Serviços  de alimentação,,,,,,,,
2404701,REFRIGERANTE DE LIMAO,56001,Serviços  de alimentação,,,,,,,,
2404702,SODA LIMONADA,56001,Serviços  de alimentação,,,,,,,,
2404801,REFRIGERANTE DE TANGERINA,56001,Serviços  de alimentação,,,,,,,,
2404901,ALMOCO OU JANTAR (QUENTINHA),56001,Serviços  de alimentação,,,,,,,,
2404902,ALMOCO OU JANTAR (MARMITA),56001,Serviços  de alimentação,,,,,,,,
2404903,MARMITEX,56001,Serviços  de alimentação,,,,,,,,
2404904,MARMITA,56001,Serviços  de alimentação,,,,,,,,
2404905,QUENTINHA,56001,Serviços  de alimentação,,,,,,,,
2405001,ALMOCO OU JANTAR (BANDEJAO),56001,Serviços  de alimentação,,,,,,,,
2405101,RODIZIO DE CARNES,56001,Serviços  de alimentação,,,,,,,,
2405102,RODIZIO DE MASSAS,56001,Serviços  de alimentação,,,,,,,,
2405103,RODIZIO DE FRUTOS DO MAR,56001,Serviços  de alimentação,,,,,,,,
2405104,RODIZIO DE PIZZAS,56001,Serviços  de alimentação,,,,,,,,
2405105,RODIZIO DE CARNES E MASSAS,56001,Serviços  de alimentação,,,,,,,,
2405106,RODIZIO DE SUSHIS,56001,Serviços  de alimentação,,,,,,,,
2405107,RODIZIO DE SOPAS,56001,Serviços  de alimentação,,,,,,,,
2405201,LEITE DE SOJA,56001,Serviços  de alimentação,,,,,,,,
2405301,YAKULT,56001,Serviços  de alimentação,,,,,,,,
2405401,COALHADA,56001,Serviços  de alimentação,,,,,,,,
2405501,MILK SHAKE,56001,Serviços  de alimentação,,,,,,,,
2405601,CALDO DE QUALQUER TIPO,56001,Serviços  de alimentação,,,,,,,,
2405602,CALDO DE CARNE,56001,Serviços  de alimentação,,,,,,,,
2405603,CALDO DE FEIJAO,56001,Serviços  de alimentação,,,,,,,,
2405604,CALDO DE MOCOTO,56001,Serviços  de alimentação,,,,,,,,
2405605,CALDO VERDE,56001,Serviços  de alimentação,,,,,,,,
2405606,CARURU,56001,Serviços  de alimentação,,,,,,,,
2405607,TACACA,56001,Serviços  de alimentação,,,,,,,,
2405608,VATAPA,56001,Serviços  de alimentação,,,,,,,,
2405701,SOPA DE QUALQUER TIPO,56001,Serviços  de alimentação,,,,,,,,
2405801,LANCHE,56001,Serviços  de alimentação,,,,,,,,
2405802,CAFE DA MANHA,56001,Serviços  de alimentação,,,,,,,,
2405803,SALGADO E SUCO,56001,Serviços  de alimentação,,,,,,,,
2405804,SALGADO E REFRIGERANTE,56001,Serviços  de alimentação,,,,,,,,
2405805,SALGADO E CERVEJA,56001,Serviços  de alimentação,,,,,,,,
2405806,SALGADO E REFRESCO,56001,Serviços  de alimentação,,,,,,,,
2405807,SALGADO E VITAMINA,56001,Serviços  de alimentação,,,,,,,,
2405808,SANDUICHE E SUCO,56001,Serviços  de alimentação,,,,,,,,
2405809,SANDUICHE E REFRIGERANTE,56001,Serviços  de alimentação,,,,,,,,
2405810,SANDUICHE E REFRESCO,56001,Serviços  de alimentação,,,,,,,,
2405811,"SANDUICHE, SALGADO E REFRIGERANTE",56001,Serviços  de alimentação,,,,,,,,
2405812,"SANDUICHE, BATATA FRITA E REFRIGERANTE",56001,Serviços  de alimentação,,,,,,,,
2405813,PORCAO E CERVEJA,56001,Serviços  de alimentação,,,,,,,,
2405814,BATATA FRITA E REFRIGERANTE,56001,Serviços  de alimentação,,,,,,,,
2405815,ACARAJE E REFRIGERANTE,56001,Serviços  de alimentação,,,,,,,,
2405816,BISCOITO E SUCO,56001,Serviços  de alimentação,,,,,,,,
2405817,BOLO E REFRIGERANTE,56001,Serviços  de alimentação,,,,,,,,
2405818,CAFE E PAO,56001,Serviços  de alimentação,,,,,,,,
2405819,CAFE E BOLO,56001,Serviços  de alimentação,,,,,,,,
2405820,CAFE E BISCOITO,56001,Serviços  de alimentação,,,,,,,,
2405821,CAFE E SALGADO,56001,Serviços  de alimentação,,,,,,,,
2405822,CAFE TIPO COLONIAL,56001,Serviços  de alimentação,,,,,,,,
2405901,REFRIGERANTE DE COLA DIET,56001,Serviços  de alimentação,,,,,,,,
2405902,COCA COLA DIET,56001,Serviços  de alimentação,,,,,,,,
2405903,PEPSI COLA DIET,56001,Serviços  de alimentação,,,,,,,,
2406001,REFRIGERANTE DE GUARANA DIET,56001,Serviços  de alimentação,,,,,,,,
2406002,GUARANA DIET,56001,Serviços  de alimentação,,,,,,,,
2406101,REFRIGERANTE DE LARANJA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406102,FANTA LARANJA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406103,SUKITA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406201,REFRIGERANTE DE LIMAO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406202,SODA LIMONADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406301,REFRIGERANTE DE LIMAO DIET,56001,Serviços  de alimentação,,,,,,,,
2406302,SPRIT DIET,56001,Serviços  de alimentação,,,,,,,,
2406401,REFRIGERANTE DE UVA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406402,FANTA UVA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406501,AGUA TONICA DIET,56001,Serviços  de alimentação,,,,,,,,
2406601,CHA MATE DIET PREPARADO,56001,Serviços  de alimentação,,,,,,,,
2406701,SUCO DE FRUTA OU VEGETAL LIGHT,56001,Serviços  de alimentação,,,,,,,,
2406801,SUCO DE FRUTA OU VEGETAL DIET,56001,Serviços  de alimentação,,,,,,,,
2406901,SUCO DE FRUTA OU VEGETAL ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407001,CERVEJA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407101,CAFEZINHO ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407102,CAFE EXPRESSO ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407201,CAFE CAPUCCINO DIET,56001,Serviços  de alimentação,,,,,,,,
2407301,LEITE DE VACA ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407401,LEITE DE SOJA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407501,VINHO ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407601,AGUARDENTE ORGANICA,56001,Serviços  de alimentação,,,,,,,,
2407701,FRUTA ORGANICA,56001,Serviços  de alimentação,,,,,,,,
2407702,ACEROLA ORGANICA,56001,Serviços  de alimentação,,,,,,,,
2407703,UVA ORGANICA,56001,Serviços  de alimentação,,,,,,,,
2407704,MACA ORGANICA,56001,Serviços  de alimentação,,,,,,,,
2407705,PESSEGO ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407706,MORANGO ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2407801,SORVETE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407802,PICOLE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407901,"CHOCOLATE EM BARRA, TABLETE OU BOMBOM LIGHT",56001,Serviços  de alimentação,,,,,,,,
2407902,CHOCOLATE EM BARRA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407903,CHOCOLATE EM TABLETE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407904,BOMBOM LIGHT,56001,Serviços  de alimentação,,,,,,,,
2407905,OVO DE PASCOA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408001,"CHOCOLATE EM BARRA, TABLETE OU BOMBOM DIET",56001,Serviços  de alimentação,,,,,,,,
2408002,CHOCOLATE EM BARRA DIET,56001,Serviços  de alimentação,,,,,,,,
2408003,CHOCOLATE EM TABLETE DIET,56001,Serviços  de alimentação,,,,,,,,
2408004,BOMBOM DIET,56001,Serviços  de alimentação,,,,,,,,
2408005,OVO DE PASCOA DIET,56001,Serviços  de alimentação,,,,,,,,
2408101,BISCOITO DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408102,BOLACHA DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408103,TORRADA DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408201,BISCOITO DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2408202,BOLACHA DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2408203,TORRADA DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2408301,BISCOITO SALGADO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408302,BOLACHA SALGADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408303,TORRADA SALGADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408401,BALA OU CHICLETE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408402,BALA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408403,CHICLETE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408501,BALA OU CHICLETE DIET,56001,Serviços  de alimentação,,,,,,,,
2408502,BALA DIET,56001,Serviços  de alimentação,,,,,,,,
2408503,CHICLETE DIET,56001,Serviços  de alimentação,,,,,,,,
2408601,IOGURTE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408701,IOGURTE DIET,56001,Serviços  de alimentação,,,,,,,,
2408801,COALHADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408901,SALGADO OU TIRA GOSTO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408902,PIZZA EM FATIA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408903,PAO DE QUEIJO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408904,ROSCA SALGADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408905,QUEIJO POLENGUINHO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408906,PORCAO DE QUEIJO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2408907,TORTA SALGADA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409001,PORCAO DE QUEIJO DE MINAS FRESCAL ORGANICO,56001,Serviços  de alimentação,,,,,,,,
2409101,PAO LIGHT COM OU SEM MANTEIGA,56001,Serviços  de alimentação,,,,,,,,
2409201,PAO DIET COM OU SEM MANTEIGA,56001,Serviços  de alimentação,,,,,,,,
2409301,MILK SHAKE DIET,56001,Serviços  de alimentação,,,,,,,,
2409401,DOCE OU BOLO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409402,DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409403,BOLO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409404,TORTA DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409405,GELATINA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409406,DOCE DE FRUTA EM CALDA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409407,DOCE DE FRUTA EM PASTA LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409408,DOCE DE FRUTA CRISTALIZADO LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409409,MANJAR LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409410,ROSCA DOCE LIGHT,56001,Serviços  de alimentação,,,,,,,,
2409501,DOCE OU BOLO DIET,56001,Serviços  de alimentação,,,,,,,,
2409502,DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2409503,BOLO DIET,56001,Serviços  de alimentação,,,,,,,,
2409504,COCADA DIET,56001,Serviços  de alimentação,,,,,,,,
2409505,BRIGADEIRO DIET,56001,Serviços  de alimentação,,,,,,,,
2409506,MARIA MOLE DIET,56001,Serviços  de alimentação,,,,,,,,
2409507,DOCE DE FRUTA EM CALDA DIET,56001,Serviços  de alimentação,,,,,,,,
2409508,DOCE DE FRUTA EM PASTA DIET,56001,Serviços  de alimentação,,,,,,,,
2409509,DOCE DE FRUTA CRISTALIZADO DIET,56001,Serviços  de alimentação,,,,,,,,
2409510,PUDIM DIET,56001,Serviços  de alimentação,,,,,,,,
2409511,BARRA DE CEREAIS DIET,56001,Serviços  de alimentação,,,,,,,,
2409512,TORTA DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2409513,ROSCA DOCE DIET,56001,Serviços  de alimentação,,,,,,,,
2409601,ALMOCO OU JANTAR (NAO ESPECIFICADO),56001,Serviços  de alimentação,,,,,,,,
2409701,MERENDA ESCOLAR,56001,Serviços  de alimentação,,,,,,,,
2409801,REFRIGERANTE NAO ESPECIFICADO,56001,Serviços  de alimentação,,,,,,,,
2409901,BISCOITO NAO ESPECIFICADO,56001,Serviços  de alimentação,,,,,,,,
2409902,BOLACHA NAO ESPECIFICADA,56001,Serviços  de alimentação,,,,,,,,
2410001,TAPIOCA NAO ESPECIFICADA,56001,Serviços  de alimentação,,,,,,,,
2410101,BEBIDA ALCOOLICA NAO ESPECIFICADA,56001,Serviços  de alimentação,,,,,,,,
2410201,CHIMARRAO,56001,Serviços  de alimentação,,,,,,,,
2410301,TERERE,56001,Serviços  de alimentação,,,,,,,,
2410401,REFRIGERANTE DE ABACAXI,56001,Serviços  de alimentação,,,,,,,,
2410501,REFRIGERANTE DE CAJU,56001,Serviços  de alimentação,,,,,,,,
2410601,PIPOCA NAO ESPECIFICADA,56001,Serviços  de alimentação,,,,,,,,
2410701,REFRIGERANTE DE CAJU LIGHT,56001,Serviços  de alimentação,,,,,,,,
2410801,REFRIGERANTE DE MARACUJA,56001,Serviços  de alimentação,,,,,,,,
2410901,REFRIGERANTE DE TUTTI FRUTI,56001,Serviços  de alimentação,,,,,,,,
2411001,BEBIDA NAO ESPECIFICADA,56001,Serviços  de alimentação,,,,,,,,
2411101,CHAMPAGNE,56001,Serviços  de alimentação,,,,,,,,
2411201,COQUETEL DE FRUTAS ALCOOLICO,56001,Serviços  de alimentação,,,,,,,,
2411301,BATIDA DE QUALQUER SABOR (ALCOOLICA),56001,Serviços  de alimentação,,,,,,,,
2411401,GUARANA NATURAL,56001,Serviços  de alimentação,,,,,,,,
2411402,GUARAVITA,56001,Serviços  de alimentação,,,,,,,,
2411501,CAFE COM SORVETE,56001,Serviços  de alimentação,,,,,,,,
2411601,CATUABA,56001,Serviços  de alimentação,,,,,,,,
2411701,PINHAO,56001,Serviços  de alimentação,,,,,,,,
2411801,RUM,56001,Serviços  de alimentação,,,,,,,,
2411901,SHAKE PARA EMAGRECER,56001,Serviços  de alimentação,,,,,,,,
2412001,BARRA DE PROTEINA (QUALQUER SABOR),56001,Serviços  de alimentação,,,,,,,,
2412101,CHIA,56001,Serviços  de alimentação,,,,,,,,
2412201,REFRIGERANTE DE MATE-GUARANA,56001,Serviços  de alimentação,,,,,,,,
2412301,NIBIS DE CACAU,56001,Serviços  de alimentação,,,,,,,,
2412401,SUCRILHOS,56001,Serviços  de alimentação,,,,,,,,
2412402,FARINHA LACTEA,56001,Serviços  de alimentação,,,,,,,,
2412501,QUENTAO,56001,Serviços  de alimentação,,,,,,,,
2412601,LICOR,56001,Serviços  de alimentação,,,,,,,,
2412701,CASTANHA DE PEQUI,56001,Serviços  de alimentação,,,,,,,,
2412801,REFRIGERANTE DE FRAMBOESA,56001,Serviços  de alimentação,,,,,,,,
2499901,AGREGADO,56001,Serviços  de alimentação,,,,,,,,
2803901,HOTEL (EXCETO VIAGEM ESPORADICA),55001,Serviços de alojamento em hotéis e similares,,,,,,,,
2801901,MOTEL (EXCETO VIAGEM ESPORADICA),55001,Serviços de alojamento em hotéis e similares,,,,,,,,
2301001,AVIAO,51001,Transporte aéreo,,,,,,,,
2300901,"TRANSPORTE AQUAVIARIO (BARCA, BALSA, NAVIO, ETC.)",50001,Transporte aquaviário,,,,,,,,
2300902,BARCA,50001,Transporte aquaviário,,,,,,,,
2300903,BARCO,50001,Transporte aquaviário,,,,,,,,
2300904,BALSA,50001,Transporte aquaviário,,,,,,,,
2300905,NAVIO,50001,Transporte aquaviário,,,,,,,,
2300906,FERRY-BOAT,50001,Transporte aquaviário,,,,,,,,
2300907,AEROBARCO,50001,Transporte aquaviário,,,,,,,,
2300908,CATAMARA,50001,Transporte aquaviário,,,,,,,,
2300909,CATRAIA,50001,Transporte aquaviário,,,,,,,,
2300910,CANOA,50001,Transporte aquaviário,,,,,,,,
2300911,CANOA MOTORIZADA,50001,Transporte aquaviário,,,,,,,,
2300912,BOTE,50001,Transporte aquaviário,,,,,,,,
2301101,INTEGRACAO TREM-METRO,49002,Transporte terrestre de passageiros,,,,,,,,
2300701,METRO,49002,Transporte terrestre de passageiros,,,,,,,,
2300801,TREM,49002,Transporte terrestre de passageiros,,,,,,,,
2300101,ONIBUS URBANO,49002,Transporte terrestre de passageiros,,,,,,,,
2300201,ONIBUS INTERMUNICIPAL,49002,Transporte terrestre de passageiros,,,,,,,,
2300301,ONIBUS INTERESTADUAL,49002,Transporte terrestre de passageiros,,,,,,,,
2300401,"TRANSPORTE ALTERNATIVO (VAN, KOMBI, LOTADA, ETC.)",49002,Transporte terrestre de passageiros,,,,,,,,
2300402,VAN,49002,Transporte terrestre de passageiros,,,,,,,,
2300403,KOMBI,49002,Transporte terrestre de passageiros,,,,,,,,
2300404,LOTADA,49002,Transporte terrestre de passageiros,,,,,,,,
2300405,CAMINHAO,49002,Transporte terrestre de passageiros,,,,,,,,
2300406,CAMIONETE,49002,Transporte terrestre de passageiros,,,,,,,,
2300407,CARONA EM AUTOMOVEL,49002,Transporte terrestre de passageiros,,,,,,,,
2300408,TRATOR,49002,Transporte terrestre de passageiros,,,,,,,,
2300409,CARONA EM MOTO,49002,Transporte terrestre de passageiros,,,,,,,,
2300501,TAXI,49002,Transporte terrestre de passageiros,,,,,,,,
2300502,AUTOMOVEL DE ALUGUEL (TAXI),49002,Transporte terrestre de passageiros,,,,,,,,
2300601,MOTO-TAXI,49002,Transporte terrestre de passageiros,,,,,,,,
2300602,TAXI-MOTO,49002,Transporte terrestre de passageiros,,,,,,,,